Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
M5,2024,North America,Black,Electric,Manual,4.9,132374,98932,4110,Low
X1,2020,South America,Blue,Petrol,Automatic,2.6,79416,58787,5987,Low
5 Series,2020,Middle East,White,Diesel,Automatic,5.0,648,105069,7030,High
X3,2012,South America,Red,Diesel,Manual,4.1,67320,34230,2458,Low
3 Series,2014,Europe,Silver,Diesel,Automatic,1.5,88841,47403,8545,High
i3,2015,Europe,Blue,Diesel,Manual,3.2,166669,89015,1280,Low
X5,2022,South America,Black,Petrol,Manual,4.4,107280,33760,4979,Low
X6,2016,Europe,Black,Petrol,Automatic,3.4,179835,99743,7907,High
X5,2019,North America,Black,Electric,Automatic,3.4,127086,37259,9532,High
M3,2017,Africa,White,Electric,Manual,3.1,175127,52439,9781,High
3 Series,2018,Europe,Silver,Diesel,Automatic,2.9,182796,107208,9386,High
M5,2023,South America,Blue,Diesel,Manual,1.6,103994,35823,4549,Low
M5,2013,Asia,Red,Diesel,Manual,3.7,195326,104605,9325,High
X1,2013,Middle East,Silver,Electric,Manual,4.2,161764,107462,6091,Low
i8,2016,South America,White,Electric,Manual,4.3,88256,51434,8763,High
X5,2021,North America,Grey,Diesel,Automatic,3.7,5157,38344,7048,High
5 Series,2024,Middle East,Black,Electric,Automatic,2.7,178016,63952,2600,Low
X3,2019,Asia,White,Hybrid,Manual,1.6,150160,96924,9226,High
i3,2019,South America,White,Diesel,Manual,4.6,54925,81328,9795,High
X1,2020,Africa,Silver,Petrol,Automatic,3.0,174544,107563,5182,Low
X6,2018,Asia,Red,Electric,Automatic,3.6,123821,105830,480,Low
X6,2020,South America,Grey,Diesel,Automatic,2.2,2630,71318,5407,Low
i3,2011,North America,Black,Diesel,Manual,2.0,15337,89543,3520,Low
X6,2022,South America,Blue,Electric,Manual,1.8,89082,96755,1501,Low
7 Series,2020,Europe,White,Diesel,Manual,4.3,178606,46289,2982,Low
5 Series,2015,Middle East,Blue,Petrol,Automatic,3.8,106571,100885,6807,Low
M3,2019,North America,Blue,Electric,Manual,3.7,32790,75978,6802,Low
X3,2019,Middle East,Grey,Petrol,Automatic,4.7,9703,116623,642,Low
M5,2017,South America,Grey,Electric,Automatic,2.1,146031,60058,8159,High
i8,2022,Europe,Grey,Electric,Manual,2.1,32133,99082,8896,High
X3,2014,South America,Red,Diesel,Manual,2.2,21226,117226,2672,Low
3 Series,2014,South America,White,Petrol,Automatic,3.0,140537,96810,237,Low
7 Series,2017,South America,White,Diesel,Manual,4.6,199589,98288,288,Low
X3,2010,Africa,Grey,Petrol,Automatic,4.6,77853,88507,8494,High
M5,2015,North America,Black,Petrol,Manual,3.6,102933,90934,5378,Low
X5,2019,Europe,Black,Diesel,Manual,3.8,50299,73878,3923,Low
X1,2022,Asia,Red,Hybrid,Manual,4.6,13762,76013,1367,Low
7 Series,2018,South America,Grey,Petrol,Manual,3.7,175719,42287,3269,Low
i8,2021,Asia,Blue,Hybrid,Manual,2.3,109095,38134,3759,Low
X1,2015,North America,Blue,Diesel,Automatic,4.0,194304,48866,9051,High
M5,2024,Africa,Red,Petrol,Manual,4.2,85091,84223,7718,High
M5,2016,South America,Black,Electric,Manual,3.7,39904,33547,2394,Low
7 Series,2013,North America,Red,Petrol,Manual,2.5,196015,106850,560,Low
X6,2021,Middle East,White,Petrol,Automatic,2.9,144997,72033,9782,High
X6,2019,Africa,Red,Diesel,Manual,3.1,89452,82663,2197,Low
X3,2010,South America,White,Petrol,Automatic,2.0,163110,96665,6863,Low
M5,2018,Asia,Red,Electric,Manual,3.1,128811,98735,9390,High
M3,2021,Europe,Red,Hybrid,Manual,2.1,49840,79288,8797,High
X5,2015,Middle East,White,Petrol,Automatic,3.2,80700,45080,2206,Low
X5,2012,South America,Black,Hybrid,Automatic,1.7,98122,30932,5600,Low
7 Series,2013,Africa,Blue,Hybrid,Automatic,4.8,147125,82437,5141,Low
X3,2019,North America,White,Electric,Manual,2.4,117471,51041,2284,Low
i3,2021,Asia,Black,Hybrid,Automatic,3.1,119826,77307,1971,Low
M3,2015,Europe,Blue,Petrol,Manual,1.6,133396,53878,3014,Low
3 Series,2015,Asia,Blue,Hybrid,Automatic,2.2,162890,84251,8344,High
M5,2021,Africa,Red,Electric,Automatic,3.9,46098,83721,8194,High
M3,2018,Middle East,Blue,Electric,Manual,1.9,34459,46548,8472,High
5 Series,2013,Africa,Grey,Electric,Automatic,3.7,152543,89258,1354,Low
X5,2014,Africa,Red,Diesel,Manual,1.5,50009,54005,5285,Low
X1,2014,Asia,Silver,Electric,Automatic,3.1,31374,95882,3784,Low
M3,2012,North America,Blue,Petrol,Manual,4.0,104708,103114,4853,Low
3 Series,2011,Asia,Silver,Petrol,Manual,4.7,25099,77715,9901,High
X3,2017,Middle East,Black,Hybrid,Manual,3.2,11756,76966,9107,High
M3,2019,North America,Red,Petrol,Automatic,4.4,144634,34828,1584,Low
M3,2024,Asia,Blue,Electric,Manual,4.3,130352,82181,3348,Low
M3,2018,Middle East,Blue,Electric,Automatic,2.5,70480,47094,5995,Low
X6,2019,Middle East,Red,Electric,Manual,4.6,198666,58728,3473,Low
5 Series,2020,Asia,Black,Petrol,Automatic,3.7,157480,63736,7406,High
5 Series,2022,Africa,Blue,Diesel,Manual,1.9,73839,35649,2421,Low
X1,2018,South America,Silver,Petrol,Manual,4.8,64455,44347,1294,Low
i8,2023,South America,Silver,Electric,Manual,2.1,137639,79618,7693,High
M5,2014,Africa,Blue,Hybrid,Manual,3.1,73621,64786,5272,Low
i3,2020,Africa,Blue,Diesel,Manual,3.1,142943,115954,907,Low
3 Series,2018,Europe,Black,Diesel,Automatic,3.7,141307,117039,8341,High
3 Series,2013,North America,Silver,Diesel,Manual,3.8,10853,85839,8899,High
X5,2011,Africa,Red,Hybrid,Manual,2.3,86572,61681,8842,High
M3,2012,Asia,Grey,Electric,Automatic,2.7,105334,43321,3749,Low
i3,2010,South America,White,Hybrid,Automatic,2.0,150085,71272,5450,Low
M3,2014,Middle East,Grey,Petrol,Automatic,1.9,143074,45970,9576,High
X5,2010,Europe,Grey,Petrol,Automatic,4.4,65994,59322,6274,Low
3 Series,2021,North America,White,Petrol,Manual,4.1,43744,36013,2260,Low
5 Series,2020,Asia,Black,Electric,Manual,3.0,11468,94497,8776,High
X6,2010,South America,Red,Hybrid,Manual,1.8,179814,52110,6506,Low
3 Series,2023,South America,Red,Petrol,Automatic,3.1,24772,111690,8258,High
X6,2020,Asia,Black,Electric,Manual,2.5,60084,76239,3811,Low
X5,2020,Asia,Black,Petrol,Manual,4.2,54755,111007,4367,Low
X5,2022,South America,Silver,Hybrid,Manual,1.8,142893,75087,8798,High
7 Series,2016,Europe,Grey,Hybrid,Manual,3.1,47512,33527,7799,High
M3,2011,South America,Red,Electric,Automatic,3.6,4931,55858,5204,Low
3 Series,2024,Middle East,White,Electric,Automatic,5.0,156206,104495,3097,Low
i3,2017,Europe,Silver,Electric,Manual,1.8,161897,85798,7125,High
5 Series,2015,Asia,Black,Electric,Manual,1.9,100436,49940,3843,Low
X3,2013,Asia,Blue,Petrol,Automatic,5.0,181817,110829,4094,Low
i8,2018,Africa,Red,Electric,Manual,2.9,32202,67325,8646,High
i8,2024,South America,Grey,Petrol,Automatic,4.1,31727,41493,3038,Low
X5,2019,Europe,White,Diesel,Manual,4.2,93487,94337,6849,Low
7 Series,2017,Europe,Red,Electric,Manual,2.6,48868,112306,766,Low
7 Series,2022,South America,Red,Electric,Manual,2.3,98633,55092,9848,High
X6,2019,Europe,Blue,Electric,Automatic,2.5,15242,88568,3710,Low
i8,2012,Europe,Blue,Hybrid,Automatic,4.2,25770,116694,8146,High
3 Series,2012,Europe,Black,Hybrid,Automatic,4.4,89800,98541,9215,High
7 Series,2013,Africa,Silver,Petrol,Manual,3.9,158256,96862,1807,Low
M3,2023,South America,Blue,Diesel,Automatic,3.0,165040,103524,2563,Low
i3,2018,North America,Silver,Diesel,Automatic,2.4,146347,81953,3096,Low
X6,2018,Africa,Silver,Electric,Automatic,3.0,196997,87318,4520,Low
X6,2014,Africa,Red,Electric,Automatic,4.7,77615,97413,2765,Low
X6,2021,North America,Red,Hybrid,Automatic,4.5,182232,56846,6892,Low
5 Series,2018,South America,Red,Petrol,Manual,2.6,113306,74884,9543,High
X3,2015,Asia,Grey,Petrol,Manual,2.6,63742,106356,8742,High
3 Series,2017,Asia,Silver,Electric,Manual,4.2,26801,34255,8780,High
X5,2020,Europe,Silver,Electric,Automatic,3.0,96469,119354,1536,Low
X5,2017,Europe,White,Petrol,Manual,3.5,163448,109183,3764,Low
X6,2021,South America,White,Petrol,Manual,3.0,73554,71753,7659,High
M3,2019,South America,Grey,Diesel,Manual,2.3,196949,57962,3281,Low
7 Series,2024,Africa,Black,Electric,Manual,2.2,92310,32655,5633,Low
i3,2016,Europe,Blue,Electric,Manual,2.0,134347,54655,8732,High
X3,2013,Africa,Silver,Electric,Automatic,1.5,150081,94633,2790,Low
X1,2013,Middle East,White,Electric,Automatic,2.5,163612,73423,7375,High
X3,2015,Asia,White,Diesel,Manual,2.1,187100,65074,9463,High
X3,2023,Middle East,Grey,Petrol,Manual,2.4,46349,101105,3041,Low
X6,2018,Asia,Blue,Petrol,Manual,1.8,63596,45119,2715,Low
3 Series,2016,Europe,Black,Hybrid,Manual,2.7,35049,85668,6615,Low
7 Series,2014,South America,Grey,Electric,Manual,3.3,11609,58916,8167,High
5 Series,2014,North America,Blue,Hybrid,Automatic,4.8,28154,118606,363,Low
5 Series,2017,Asia,Silver,Electric,Manual,2.7,120092,119539,6470,Low
7 Series,2015,Africa,Black,Diesel,Manual,1.6,27349,71748,6675,Low
M5,2010,Middle East,White,Diesel,Automatic,2.8,183482,57210,7778,High
M5,2010,Asia,White,Electric,Automatic,4.4,62540,71386,6898,Low
7 Series,2018,Middle East,Black,Petrol,Automatic,2.7,124049,80163,9817,High
7 Series,2017,Middle East,Silver,Petrol,Automatic,2.5,43078,71788,9902,High
i8,2015,Africa,Silver,Petrol,Automatic,4.7,32204,71438,9533,High
7 Series,2022,Africa,Red,Diesel,Manual,2.5,194924,81016,6407,Low
X1,2010,Africa,Red,Diesel,Automatic,4.9,77615,43478,6509,Low
M5,2023,South America,Silver,Petrol,Automatic,4.4,16355,53047,2018,Low
7 Series,2011,Asia,White,Hybrid,Manual,3.9,181076,84765,5229,Low
i3,2019,Asia,Black,Petrol,Manual,3.6,18651,78187,4639,Low
X1,2012,Middle East,Red,Diesel,Automatic,2.3,55083,67559,6141,Low
X3,2019,Asia,Red,Diesel,Manual,4.1,2934,73390,4145,Low
X6,2021,Europe,White,Hybrid,Manual,2.7,115330,55793,412,Low
X3,2012,Africa,Blue,Petrol,Automatic,3.2,86524,81287,1032,Low
M3,2011,Middle East,Blue,Electric,Automatic,1.9,148597,45577,8740,High
X1,2021,South America,Black,Hybrid,Automatic,2.5,73883,37265,744,Low
X3,2011,Middle East,Black,Diesel,Automatic,3.4,178613,83683,6015,Low
M5,2015,Asia,Grey,Hybrid,Automatic,3.1,97580,72870,3103,Low
M3,2016,Middle East,Silver,Petrol,Automatic,2.7,138666,72919,4269,Low
3 Series,2013,Asia,Grey,Hybrid,Automatic,3.2,75168,102450,9609,High
i3,2010,North America,Silver,Hybrid,Manual,4.1,151409,81601,2356,Low
i3,2015,Africa,Silver,Petrol,Manual,3.1,105100,48339,3869,Low
M3,2016,Asia,White,Diesel,Automatic,3.3,56104,116497,5392,Low
i8,2013,North America,Blue,Hybrid,Automatic,4.0,197112,75973,9313,High
3 Series,2015,Europe,Blue,Diesel,Manual,4.4,185784,111217,7653,High
7 Series,2018,North America,Black,Hybrid,Manual,3.3,12026,45030,3187,Low
M3,2013,Asia,Red,Electric,Manual,4.8,138476,69981,9754,High
i8,2021,North America,Grey,Diesel,Manual,2.7,173700,75958,3700,Low
X1,2024,Middle East,Silver,Diesel,Manual,2.4,141539,116109,2787,Low
3 Series,2023,North America,Grey,Hybrid,Automatic,3.9,142567,92381,8648,High
7 Series,2019,Asia,Grey,Diesel,Manual,2.1,88071,85060,5135,Low
M3,2013,Middle East,White,Electric,Manual,4.6,139563,75991,6698,Low
X3,2019,Europe,Grey,Diesel,Manual,2.9,52650,68305,1429,Low
M5,2021,Asia,Black,Electric,Manual,3.9,120680,93799,8402,High
M3,2014,South America,White,Electric,Automatic,3.5,26960,88808,7522,High
M3,2012,Asia,Black,Hybrid,Automatic,1.7,59523,84644,5884,Low
7 Series,2019,North America,Black,Petrol,Automatic,4.0,153618,66420,7133,High
X5,2011,Africa,Red,Petrol,Manual,4.3,183485,66767,7916,High
X6,2024,Africa,Blue,Petrol,Manual,4.9,131065,48003,5705,Low
3 Series,2018,Europe,Red,Hybrid,Automatic,3.0,87632,66351,1597,Low
X3,2022,Middle East,White,Electric,Automatic,3.3,69976,94371,814,Low
i8,2010,Africa,Grey,Diesel,Manual,4.6,98948,108159,3440,Low
7 Series,2014,Asia,Grey,Diesel,Automatic,2.4,85619,64173,4924,Low
i3,2014,Europe,Grey,Electric,Automatic,2.2,24912,114014,7072,High
7 Series,2017,Middle East,White,Petrol,Manual,2.0,117817,97740,2759,Low
X6,2015,Asia,Black,Electric,Automatic,4.9,181327,69455,7516,High
X1,2015,South America,Blue,Diesel,Manual,2.4,71621,98036,7030,High
X3,2015,Middle East,Grey,Electric,Manual,4.2,194277,39860,1718,Low
3 Series,2013,Europe,Blue,Petrol,Automatic,3.1,27878,80244,5924,Low
M3,2024,Asia,Red,Petrol,Manual,2.3,141046,94499,7584,High
3 Series,2010,Middle East,Red,Petrol,Automatic,4.7,194797,58067,5587,Low
i3,2012,Middle East,White,Hybrid,Manual,3.1,169589,112767,8785,High
5 Series,2022,Middle East,Black,Diesel,Manual,3.5,141314,84078,6956,Low
M3,2022,North America,White,Diesel,Manual,2.3,107281,89102,6106,Low
M3,2024,North America,White,Hybrid,Automatic,2.6,165485,47715,5461,Low
X1,2019,South America,Red,Diesel,Manual,4.1,197254,85165,1276,Low
i3,2021,Middle East,Silver,Hybrid,Automatic,2.7,36142,42100,6678,Low
3 Series,2020,Asia,Silver,Electric,Automatic,3.3,123534,75788,2623,Low
5 Series,2015,Asia,Grey,Diesel,Manual,1.9,56164,35149,5312,Low
M5,2014,South America,Blue,Electric,Manual,4.5,103997,114645,4246,Low
i8,2019,North America,White,Diesel,Automatic,4.1,181325,43536,9295,High
i8,2010,Africa,Black,Hybrid,Manual,4.2,143894,85347,3535,Low
i3,2014,Africa,White,Hybrid,Manual,2.1,195065,97015,5403,Low
X3,2011,Africa,Red,Electric,Manual,3.2,188048,69206,9789,High
i3,2010,North America,Silver,Diesel,Automatic,1.6,96533,99386,5237,Low
M5,2013,North America,Grey,Electric,Manual,2.6,24855,88978,7336,High
M3,2015,Africa,Grey,Hybrid,Manual,2.7,17562,37699,6519,Low
5 Series,2016,South America,White,Hybrid,Automatic,4.7,46096,92258,2831,Low
X6,2018,South America,White,Petrol,Automatic,5.0,9878,75613,5907,Low
X3,2014,Asia,Grey,Diesel,Manual,3.7,39296,34915,9671,High
M3,2017,Asia,Silver,Electric,Manual,3.3,158385,49868,4258,Low
i3,2017,Asia,Black,Petrol,Automatic,3.0,122686,103246,8179,High
7 Series,2020,Asia,Silver,Petrol,Automatic,1.6,189233,36517,3833,Low
X3,2018,Europe,White,Hybrid,Manual,4.3,192505,51080,8267,High
5 Series,2012,Africa,Black,Hybrid,Manual,3.9,97633,73762,7846,High
5 Series,2012,Middle East,White,Petrol,Manual,3.8,15724,48176,9774,High
X5,2018,North America,Blue,Diesel,Manual,4.3,153470,67509,187,Low
M5,2016,Europe,Red,Petrol,Automatic,4.7,37997,48704,4043,Low
M5,2024,Asia,Black,Electric,Automatic,2.9,167889,41387,6867,Low
X5,2013,Asia,Blue,Electric,Manual,3.0,37687,74552,5125,Low
5 Series,2024,South America,Black,Hybrid,Manual,4.9,43971,89255,582,Low
7 Series,2010,South America,Grey,Diesel,Manual,3.8,188374,63856,4202,Low
X3,2016,Asia,Grey,Electric,Automatic,4.5,26666,118058,6211,Low
i8,2019,Europe,Red,Petrol,Automatic,2.3,8851,56000,8313,High
7 Series,2015,Europe,Blue,Hybrid,Manual,2.6,105173,56935,332,Low
X6,2012,Asia,Red,Diesel,Manual,2.9,141067,57775,8888,High
X3,2023,Europe,Grey,Electric,Manual,2.6,123756,71969,6659,Low
3 Series,2014,Europe,Black,Diesel,Automatic,4.6,148706,116938,4660,Low
M5,2012,Africa,Grey,Hybrid,Automatic,3.3,123609,37474,2896,Low
5 Series,2017,South America,White,Petrol,Automatic,4.8,48572,40309,4794,Low
5 Series,2014,Asia,Grey,Petrol,Manual,2.6,153835,58307,2523,Low
5 Series,2019,Middle East,Grey,Electric,Manual,1.6,109779,60197,5822,Low
5 Series,2019,Asia,White,Electric,Manual,2.0,190027,45953,8416,High
7 Series,2015,South America,Black,Hybrid,Manual,2.3,106238,34557,1726,Low
X5,2011,Middle East,Silver,Electric,Automatic,3.7,160956,54862,6916,Low
X5,2017,Europe,Red,Diesel,Manual,2.1,164192,61121,657,Low
M3,2018,South America,Blue,Petrol,Manual,2.8,131708,59938,112,Low
5 Series,2012,North America,Silver,Electric,Manual,4.3,29911,108353,2614,Low
X5,2022,North America,Grey,Hybrid,Manual,1.9,94615,107670,8172,High
X3,2024,Middle East,Black,Petrol,Automatic,1.8,88797,92242,6021,Low
7 Series,2015,Europe,Red,Hybrid,Automatic,3.4,61636,98226,8753,High
i8,2015,Asia,Grey,Petrol,Automatic,3.9,130951,66124,244,Low
7 Series,2011,Europe,White,Electric,Manual,4.7,8782,77142,3732,Low
M5,2019,Middle East,White,Electric,Automatic,3.8,55724,99945,2959,Low
X6,2017,Europe,White,Electric,Automatic,4.8,148404,64280,6347,Low
i8,2014,North America,White,Electric,Automatic,2.4,142070,31492,3206,Low
i3,2020,North America,Grey,Diesel,Automatic,2.7,6419,72471,918,Low
5 Series,2020,Europe,Blue,Electric,Automatic,4.4,67406,108317,1293,Low
X1,2017,North America,Red,Electric,Automatic,4.3,120533,79207,8595,High
M3,2023,Asia,Black,Hybrid,Automatic,3.8,105695,103078,7240,High
X5,2022,Africa,Black,Petrol,Manual,3.3,100933,36457,1031,Low
X6,2023,Middle East,Silver,Diesel,Manual,1.6,52581,99251,7400,High
X5,2017,North America,Grey,Petrol,Automatic,2.5,146798,108904,8850,High
i8,2024,North America,Black,Electric,Manual,2.1,29600,99476,5924,Low
M3,2021,North America,Silver,Petrol,Automatic,1.7,77244,47984,5337,Low
i8,2012,Africa,Grey,Electric,Automatic,4.2,19082,51742,499,Low
X1,2014,Europe,Blue,Petrol,Automatic,2.0,174555,44739,8335,High
5 Series,2016,Africa,Silver,Electric,Automatic,2.8,195888,103737,1004,Low
X3,2014,South America,Grey,Electric,Automatic,4.9,48194,98115,3787,Low
5 Series,2015,Africa,White,Diesel,Automatic,2.9,124572,95892,5427,Low
X1,2011,North America,Blue,Electric,Automatic,2.0,192887,118276,9799,High
7 Series,2017,North America,Black,Electric,Manual,3.9,167946,90012,5396,Low
i8,2014,Middle East,White,Petrol,Manual,4.3,167675,61187,449,Low
3 Series,2015,Asia,Black,Hybrid,Manual,2.5,163180,49964,1548,Low
M3,2010,Africa,Blue,Electric,Automatic,4.3,36534,97495,2507,Low
i8,2019,Asia,White,Petrol,Manual,2.5,132714,106389,4844,Low
5 Series,2011,Middle East,Grey,Diesel,Manual,3.9,145539,62306,8064,High
X6,2020,Middle East,Red,Electric,Manual,1.9,190751,106920,9552,High
X3,2013,North America,Blue,Diesel,Manual,3.0,151987,70703,4493,Low
3 Series,2020,Africa,Silver,Diesel,Automatic,3.3,182077,59951,2355,Low
M3,2018,Africa,Black,Hybrid,Manual,4.0,113704,53707,2120,Low
X6,2015,Asia,Black,Diesel,Manual,3.8,154833,60030,7787,High
X6,2017,South America,Grey,Hybrid,Manual,4.5,153488,106251,3610,Low
X1,2011,Middle East,Red,Petrol,Automatic,2.1,77444,58444,8851,High
i8,2019,Middle East,Red,Petrol,Automatic,3.8,77127,82544,1693,Low
X1,2024,Africa,Black,Hybrid,Automatic,1.9,6140,96419,725,Low
7 Series,2014,South America,Silver,Diesel,Manual,3.2,99709,63657,9035,High
i3,2021,Africa,Red,Petrol,Manual,3.3,190183,100424,9409,High
i3,2021,North America,Grey,Electric,Manual,1.6,76525,114666,4230,Low
5 Series,2022,South America,Red,Diesel,Automatic,1.7,62788,71339,5212,Low
M5,2010,South America,White,Petrol,Manual,4.4,177232,41591,1964,Low
3 Series,2013,Europe,White,Hybrid,Automatic,2.5,181734,54962,8803,High
M3,2019,Africa,Silver,Diesel,Automatic,2.7,96294,104952,392,Low
3 Series,2010,South America,Silver,Electric,Manual,3.7,190185,38298,1157,Low
X6,2020,Asia,White,Electric,Manual,2.3,99290,113813,5876,Low
X5,2020,Middle East,Red,Petrol,Automatic,2.2,18207,36808,5715,Low
X5,2018,Africa,White,Electric,Automatic,3.0,172934,106315,4229,Low
3 Series,2011,Middle East,Blue,Electric,Manual,1.7,51029,34602,105,Low
3 Series,2016,North America,Blue,Electric,Automatic,4.7,104625,83292,7493,High
5 Series,2012,North America,Grey,Diesel,Automatic,4.8,83031,64467,1278,Low
3 Series,2023,Middle East,Black,Hybrid,Automatic,3.1,176042,46016,4363,Low
3 Series,2011,South America,Silver,Diesel,Manual,2.2,24208,108874,9045,High
M5,2022,North America,White,Hybrid,Automatic,3.1,134598,106947,5546,Low
i3,2013,Middle East,Black,Diesel,Automatic,1.8,72175,95387,7395,High
7 Series,2016,Middle East,White,Electric,Automatic,2.9,42448,81006,4051,Low
i3,2016,Asia,Grey,Diesel,Manual,1.8,133395,108991,5778,Low
i8,2018,Europe,Red,Diesel,Manual,4.0,3546,52253,7038,High
i8,2021,South America,Silver,Petrol,Automatic,2.5,164297,115855,1941,Low
i8,2022,Africa,Red,Electric,Automatic,3.3,197573,110755,1035,Low
i8,2012,Europe,White,Hybrid,Automatic,1.5,81140,83153,3684,Low
i3,2016,South America,Black,Electric,Automatic,3.3,185336,59585,6436,Low
X1,2015,Africa,Blue,Diesel,Manual,1.5,192647,57074,6258,Low
i3,2019,Middle East,White,Hybrid,Manual,4.7,158970,111328,6050,Low
M3,2016,Middle East,White,Petrol,Manual,3.3,78891,90746,5148,Low
X5,2016,South America,Grey,Petrol,Manual,1.9,148797,102228,6406,Low
M3,2019,Europe,Silver,Petrol,Manual,2.7,4203,71872,2859,Low
5 Series,2014,Europe,Red,Petrol,Manual,1.7,67922,75793,5618,Low
M5,2018,North America,Grey,Petrol,Manual,3.4,185426,63747,1462,Low
7 Series,2016,Africa,Silver,Petrol,Automatic,1.9,158485,101737,3065,Low
M3,2016,Europe,Blue,Petrol,Automatic,3.2,39323,74752,7402,High
i8,2021,Europe,Grey,Petrol,Manual,2.6,195232,78723,8923,High
5 Series,2023,Africa,Grey,Petrol,Manual,4.2,124165,63115,6788,Low
M3,2012,Asia,Black,Electric,Automatic,3.2,180107,103343,8901,High
X3,2010,Africa,Black,Electric,Manual,4.5,193632,37214,2743,Low
X1,2023,North America,Silver,Hybrid,Automatic,4.8,54065,54805,6656,Low
X3,2023,Asia,Red,Petrol,Manual,4.9,115576,37160,7587,High
3 Series,2014,Middle East,Silver,Diesel,Automatic,2.4,121825,41896,2515,Low
